year,week,gross,top_release,releases,long_weekend
2004,28,233024356,Spider-Man 2,128,false
2004,29,232634460,"I, Robot",123,false
2004,30,217599637,The Bourne Supremacy,127,false
2004,31,232958095,The Village,122,false
2004,32,185059030,Collateral,129,false
2004,33,198442963,Alien vs. Predator,125,false
2004,34,166617047,Exorcist: The Beginning,129,false
2004,35,143599145,Hero,133,false
2004,36,118781036,Without a Paddle,136,false
2004,37,103128516,Resident Evil: Apocalypse,127,false
2004,38,98322286,Sky Captain and the World of Tomorrow,140,false
2004,39,93635091,The Forgotten,153,false
2004,40,141555253,Shark Tale,145,false
2004,41,137704340,Shark Tale,152,false
2004,42,122846944,Shark Tale,153,false
2004,43,136652051,The Grudge,155,false
2004,44,133280127,The Grudge,140,false
2004,45,199229609,The Incredibles,129,false
2004,46,177290358,The Incredibles,134,false
2004,47,237734794,National Treasure,126,false
2004,48,190705031,National Treasure,120,false
2004,49,118820993,National Treasure,123,false
2004,50,141352045,Ocean's Twelve,120,false
2004,51,204244718,Lemony Snicket's A Series of Unfortunate Events,114,false
2004,52,307717419,Meet the Fockers,106,false
2004,53,193495559,Meet the Fockers,106,false
2005,1,150997898,Meet the Fockers,103,false
2005,2,186433754,Coach Carter,105,false
2005,3,129387691,Are We There Yet?,112,false
2005,4,153505857,Hide and Seek,117,false
2005,5,131115430,Boogeyman,120,false
2005,6,160255169,Hitch,128,false
2005,7,171949963,Hitch,126,false
2005,8,152714607,Diary of a Mad Black Woman,121,false
2005,9,152318068,The Pacifier,121,false
2005,10,151480554,Robots,130,false
2005,11,162872549,The Ring Two,130,false
2005,12,148334249,Guess Who,141,false
2005,13,133440794,Sin City,137,false
2005,14,112581900,Sahara,133,false
2005,15,107034883,The Amityville Horror,134,false
2005,16,120665020,The Interpreter,139,false
2005,17,112880808,The Hitchhiker's Guide to the Galaxy,143,false
2005,18,110991931,Kingdom of Heaven,142,false
2005,19,152666340,Star Wars: Episode III - Revenge of the Sith,149,false
2005,20,227375125,Star Wars: Episode III - Revenge of the Sith,134,false
2005,21,267095172,Star Wars: Episode III - Revenge of the Sith,131,false
2005,22,183156391,Madagascar,130,false
2005,23,230318167,Mr. & Mrs. Smith,149,false
2005,24,206753565,Batman Begins,139,false
2005,25,227844162,Batman Begins,141,false
2005,26,232060525,War of the Worlds,134,false
2005,27,217496210,Fantastic Four,126,false
2005,28,252708549,Charlie and the Chocolate Factory,128,false
2005,29,216580199,Charlie and the Chocolate Factory,130,false
2005,30,192095749,Wedding Crashers,134,false
2005,31,176652215,The Dukes of Hazzard,138,false
2005,32,177764503,Four Brothers,129,false
2005,33,162686858,The 40-Year-Old Virgin,124,false
2005,34,136440639,The 40-Year-Old Virgin,137,false
2005,35,107388838,Transporter 2,137,false
2005,36,110892075,The Exorcism of Emily Rose,140,false
2005,37,105872171,Just Like Heaven,145,false
2005,38,126032428,Flightplan,144,false
2005,39,114803165,Flightplan,149,false
2005,40,142390005,Wallace & Gromit: The Curse of the Were-Rabbit,150,false
2005,41,113477115,The Fog,142,false
2005,42,113174390,Doom,147,false
2005,43,135919828,Saw II,146,false
2005,44,176731177,Chicken Little,138,false
2005,45,152108940,Chicken Little,147,false
2005,46,285191411,Harry Potter and the Goblet of Fire,145,false
2005,47,196107236,Harry Potter and the Goblet of Fire,133,false
2005,48,109222509,Harry Potter and the Goblet of Fire,139,false
2005,49,172826282,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",135,false
2005,50,210866841,King Kong,112,false
2005,51,311134511,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",102,false
2005,52,237403244,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",107,false
2006,1,157489560,Hostel,98,false
2006,2,177936544,Glory Road,104,false
2006,3,151904573,Underworld: Evolution,109,false
2006,4,157826232,Big Momma's House 2,112,false
2006,5,131134824,When a Stranger Calls,124,false
2006,6,159456409,Final Destination 3,119,false
2006,7,168078129,Eight Below,128,false
2006,8,147625278,Madea's Family Reunion,132,false
2006,9,128723524,16 Blocks,130,false
2006,10,150008895,Failure to Launch,128,false
2006,11,139589305,V for Vendetta,134,false
2006,12,141606066,Inside Man,128,false
2006,13,176856001,Ice Age: The Meltdown,134,false
2006,14,154564537,Ice Age: The Meltdown,132,false
2006,15,161778764,Scary Movie 4,142,false
2006,16,134599318,Silent Hill,142,false
2006,17,127430086,RV,145,false
2006,18,140442144,Mission: Impossible III,135,false
2006,19,127389416,Mission: Impossible III,134,false
2006,20,216467086,The Da Vinci Code,134,false
2006,21,285622908,X-Men: The Last Stand,126,false
2006,22,205493754,The Break-Up,126,false
2006,23,215578235,Cars,127,false
2006,24,224190936,Cars,128,false
2006,25,237074234,Click,135,false
2006,26,265247167,Superman Returns,121,false
2006,27,325581671,Pirates of the Caribbean: Dead Man's Chest,121,false
2006,28,238346414,Pirates of the Caribbean: Dead Man's Chest,122,false
2006,29,222891057,Pirates of the Caribbean: Dead Man's Chest,134,false
2006,30,202057568,Miami Vice,122,false
2006,31,219236377,Talladega Nights: The Ballad of Ricky Bobby,129,false
2006,32,191369107,Talladega Nights: The Ballad of Ricky Bobby,137,false
2006,33,155215295,Talladega Nights: The Ballad of Ricky Bobby,140,false
2006,34,141260490,Invincible,132,false
2006,35,139695804,Invincible,134,false
2006,36,96201925,The Covenant,133,false
2006,37,99078151,Gridiron Gang,141,false
2006,38,111885032,Jackass Number Two,141,false
2006,39,126276934,Open Season,141,false
2006,40,146095358,The Departed,145,false
2006,41,140462149,The Departed,142,false
2006,42,135305069,The Prestige,132,false
2006,43,137770611,Saw III,131,false
2006,44,172326382,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,137,false
2006,45,158113094,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,134,false
2006,46,239592628,Casino Royale,134,false
2006,47,193299953,Happy Feet,123,false
2006,48,118454078,Happy Feet,126,false
2006,49,127961828,Apocalypto,129,false
2006,50,190521762,The Pursuit of Happyness,113,false
2006,51,335253675,Night at the Museum,103,false
2006,52,269758299,Night at the Museum,108,false
2007,1,167429526,Night at the Museum,110,false
2007,2,176058303,Stomp the Yard,106,false
2007,3,128378734,Stomp the Yard,104,false
2007,4,148559198,Epic Movie,113,false
2007,5,118195300,The Messengers,119,false
2007,6,154390178,Norbit,116,false
2007,7,217237782,Ghost Rider,106,false
2007,8,145339995,Ghost Rider,108,false
2007,9,156087835,Wild Hogs,116,false
2007,10,207911179,300,117,false
2007,11,156053854,300,117,false
2007,12,173178256,TMNT,124,false
2007,13,179843248,Blades of Glory,123,false
2007,14,172515363,Blades of Glory,126,false
2007,15,148563365,Disturbia,120,false
2007,16,113047618,Disturbia,132,false
2007,17,98530685,Disturbia,132,false
2007,18,233540594,Spider-Man 3,137,false
2007,19,137711687,Spider-Man 3,136,false
2007,20,242050730,Shrek the Third,129,false
2007,21,293882660,Pirates of the Caribbean: At World's End,120,false
2007,22,190601044,Pirates of the Caribbean: At World's End,123,false
2007,23,194665697,Ocean's Thirteen,131,false
2007,24,212871380,Fantastic 4: Rise of the Silver Surfer,130,false
2007,25,210150635,Evan Almighty,126,false
2007,26,345326945,Transformers,113,false
2007,27,318421917,Transformers,111,false
2007,28,275248800,Harry Potter and the Order of the Phoenix,122,false
2007,29,240165134,I Now Pronounce You Chuck & Larry,116,false
2007,30,271391493,The Simpsons Movie,112,false
2007,31,255452113,The Bourne Ultimatum,114,false
2007,32,226840797,Rush Hour 3,112,false
2007,33,195902693,Superbad,122,false
2007,34,151511576,Superbad,125,false
2007,35,167296095,Halloween,119,false
2007,36,104981992,3:10 to Yuma,133,false
2007,37,101572006,The Brave One,143,false
2007,38,122306123,Resident Evil: Extinction,137,false
2007,39,117112612,The Game Plan,137,false
2007,40,113325316,The Game Plan,137,false
2007,41,130144630,Why Did I Get Married?,144,false
2007,42,117250908,30 Days of Night,144,false
2007,43,138768016,Saw IV,132,false
2007,44,171512541,American Gangster,123,false
2007,45,153215173,Bee Movie,134,false
2007,46,193446118,Beowulf,126,false
2007,47,191235940,Enchanted,124,false
2007,48,106838682,Enchanted,129,false
2007,49,107222281,The Golden Compass,128,false
2007,50,217081701,I Am Legend,106,false
2007,51,361422601,National Treasure: Book of Secrets,92,false
2007,52,323600404,National Treasure: Book of Secrets,94,false
2008,1,177989880,National Treasure: Book of Secrets,93,false
2008,2,166151851,The Bucket List,101,false
2008,3,213430947,Cloverfield,109,false
2008,4,179649831,Rambo,113,false
2008,5,167654466,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,110,false
2008,6,163778966,Fool's Gold,110,false
2008,7,192888106,Jumper,109,false
2008,8,137916996,Vantage Point,114,false
2008,9,124440104,Semi-Pro,123,false
2008,10,139652763,"10,000 BC",127,false
2008,11,169131570,Horton Hears a Who!,128,false
2008,12,163365938,Horton Hears a Who!,122,false
2008,13,137591238,21,127,false
2008,14,122702573,21,137,false
2008,15,118214588,Prom Night,133,false
2008,16,122436197,The Forbidden Kingdom,139,false
2008,17,120191881,Baby Mama,147,false
2008,18,201340214,Iron Man,141,false
2008,19,161122728,Iron Man,138,false
2008,20,195113512,The Chronicles of Narnia: Prince Caspian,142,false
2008,21,255967928,Indiana Jones and the Kingdom of the Crystal Skull,134,false
2008,22,230942722,Sex and the City,136,false
2008,23,247832050,Kung Fu Panda,126,false
2008,24,257194928,The Incredible Hulk,132,false
2008,25,212555145,Get Smart,125,false
2008,26,314916197,WALL·E,131,false
2008,27,243296914,Hancock,127,false
2008,28,220867463,Hellboy II: The Golden Army,134,false
2008,29,399149585,The Dark Knight,126,false
2008,30,278341835,The Dark Knight,129,false
2008,31,255493043,The Dark Knight,129,false
2008,32,196725323,The Dark Knight,126,false
2008,33,186478180,Tropic Thunder,128,false
2008,34,149399242,Tropic Thunder,123,false
2008,35,142777260,Tropic Thunder,126,false
2008,36,88032812,Bangkok Dangerous,133,false
2008,37,130412253,Burn After Reading,133,false
2008,38,114113871,Lakeview Terrace,139,false
2008,39,131676306,Eagle Eye,139,false
2008,40,145920333,Beverly Hills Chihuahua,129,false
2008,41,137260475,Beverly Hills Chihuahua,141,false
2008,42,129177300,Max Payne,144,false
2008,43,164024990,High School Musical 3,141,false
2008,44,117701516,High School Musical 3,144,false
2008,45,191829534,Madagascar: Escape 2 Africa,138,false
2008,46,180846844,Quantum of Solace,137,false
2008,47,263348053,Twilight,126,false
2008,48,194174389,Four Christmases,109,false
2008,49,107906850,Four Christmases,121,false
2008,50,122890109,The Day the Earth Stood Still,110,false
2008,51,212027990,Yes Man,105,false
2008,52,383425388,Marley & Me,89,false
2009,1,194232803,Marley & Me,93,false
2009,2,189012291,Gran Torino,93,false
2009,3,265145090,Paul Blart: Mall Cop,95,false
2009,4,200727151,Paul Blart: Mall Cop,93,false
2009,5,164544254,Taken,94,false
2009,6,192871093,He's Just Not That Into You,97,false
2009,7,254609109,Friday the 13th,98,false
2009,8,178178642,Madea Goes to Jail,100,false
2009,9,140646955,Madea Goes to Jail,101,false
2009,10,148091155,Watchmen,110,false
2009,11,135747339,Race to Witch Mountain,106,false
2009,12,139212908,Knowing,110,false
2009,13,184048770,Monsters vs. Aliens,111,false
2009,14,208993051,Fast & Furious,110,false
2009,15,182357504,Hannah Montana: The Movie,112,false
2009,16,142375825,17 Again,126,false
2009,17,143445917,Obsessed,118,false
2009,18,199542449,X-Men Origins: Wolverine,110,false
2009,19,197209532,Star Trek,119,false
2009,20,194423217,Angels & Demons,116,false
2009,21,261126333,Night at the Museum: Battle of the Smithsonian,116,false
2009,22,228584117,Up,109,false
2009,23,245149340,The Hangover,125,false
2009,24,210709464,The Hangover,127,false
2009,25,309179099,Transformers: Revenge of the Fallen,126,false
2009,26,347589030,Transformers: Revenge of the Fallen,118,false
2009,27,258183254,Ice Age: Dawn of the Dinosaurs,109,false
2009,28,290782145,Harry Potter and the Half-Blood Prince,112,false
2009,29,245102268,Harry Potter and the Half-Blood Prince,112,false
2009,30,236260101,G-Force,117,false
2009,31,194503657,Funny People,120,false
2009,32,221648143,G.I. Joe: The Rise of Cobra,115,false
2009,33,214529761,District 9,124,false
2009,34,181006317,Inglourious Basterds,123,false
2009,35,165897267,The Final Destination,116,false
2009,36,147817413,The Final Destination,120,false
2009,37,117978712,I Can Do Bad All by Myself,128,false
2009,38,129868450,Cloudy with a Chance of Meatballs,139,false
2009,39,124402130,Cloudy with a Chance of Meatballs,141,false
2009,40,137344458,Zombieland,135,false
2009,41,151816833,Couples Retreat,138,false
2009,42,176612203,Where the Wild Things Are,138,false
2009,43,158524638,Paranormal Activity,136,false
2009,44,124461605,This Is It,140,false
2009,45,164426454,A Christmas Carol,131,false
2009,46,176987194,2012,134,false
2009,47,389986559,The Twilight Saga: New Moon,135,false
2009,48,225286338,The Twilight Saga: New Moon,116,false
2009,49,129013862,The Blind Side,117,false
2009,50,129384812,The Princess and the Frog,111,false
2009,51,274046121,Avatar,98,false
2009,52,505152203,Avatar,83,false
2010,1,288525293,Avatar,87,false
2010,2,212438033,Avatar,94,false
2010,3,246834769,Avatar,98,false
2010,4,186197011,Avatar,100,false
2010,5,163289083,Avatar,100,false
2010,6,150975884,Dear John,105,false
2010,7,274911492,Valentine's Day,101,false
2010,8,170415749,Shutter Island,111,false
2010,9,157757600,Shutter Island,114,false
2010,10,253480439,Alice in Wonderland,112,false
2010,11,201010289,Alice in Wonderland,114,false
2010,12,164643167,Alice in Wonderland,108,false
2010,13,196469392,How to Train Your Dragon,119,false
2010,14,250319855,Clash of the Titans,119,false
2010,15,159992058,Clash of the Titans,118,false
2010,16,155463349,Kick-Ass,122,false
2010,17,128757797,How to Train Your Dragon,122,false
2010,18,128102026,A Nightmare on Elm Street,122,false
2010,19,227854671,Iron Man 2,123,false
2010,20,182351549,Iron Man 2,125,false
2010,21,211057550,Shrek Forever After,120,false
2010,22,235029275,Shrek Forever After,115,false
2010,23,186228148,Shrek Forever After,125,false
2010,24,218553220,The Karate Kid,121,false
2010,25,307701686,Toy Story 3,122,false
2010,26,358919937,The Twilight Saga: Eclipse,115,false
2010,27,335174558,The Twilight Saga: Eclipse,112,false
2010,28,293659395,Despicable Me,115,false
2010,29,279921671,Inception,113,false
2010,30,247824130,Inception,110,false
2010,31,228843650,Inception,112,false
2010,32,205397331,The Other Guys,113,false
2010,33,221356371,The Expendables,116,false
2010,34,184217710,The Expendables,123,false
2010,35,157945466,Takers,123,false
2010,36,154078058,The American,123,false
2010,37,107624196,Resident Evil: Afterlife,139,false
2010,38,131316767,The Town,146,false
2010,39,131484516,Wall Street: Money Never Sleeps,145,false
2010,40,124942444,The Social Network,148,false
2010,41,129095876,The Social Network,148,false
2010,42,172962870,Jackass 3D,154,false
2010,43,168346763,Paranormal Activity 2,135,false
2010,44,128027682,Saw: The Final Chapter,132,false
2010,45,205751189,Megamind,132,false
2010,46,151745628,Megamind,128,false
2010,47,307994980,Harry Potter and the Deathly Hallows: Part 1,127,false
2010,48,216546680,Harry Potter and the Deathly Hallows: Part 1,109,false
2010,49,112272889,Tangled,121,false
2010,50,123480611,The Chronicles of Narnia: The Voyage of the Dawn Treader,126,false
2010,51,249298117,TRON: Legacy,119,false
2010,52,332902073,Little Fockers,102,false
2010,53,216614496,Little Fockers,106,false
2011,1,148114478,True Grit,106,false
2011,2,185023934,The Green Hornet,114,false
2011,3,135366417,No Strings Attached,110,false
2011,4,139689181,The Rite,110,false
2011,5,115449835,The Roommate,117,false
2011,6,196852055,Just Go with It,119,false
2011,7,205969087,Unknown,112,false
2011,8,140375523,Hall Pass,111,false
2011,9,168412622,Rango,111,false
2011,10,179108604,Battle Los Angeles,124,false
2011,11,153894371,Limitless,128,false
2011,12,157829465,Diary of a Wimpy Kid: Rodrick Rules,131,false
2011,13,162928930,Hop,132,false
2011,14,146996424,Hop,135,false
2011,15,184393688,Rio,127,false
2011,16,180048204,Rio,137,false
2011,17,199704023,Fast Five,127,false
2011,18,215926440,Thor,136,false
2011,19,187077134,Thor,135,false
2011,20,256839458,Pirates of the Caribbean: On Stranger Tides,130,false
2011,21,330441802,The Hangover Part II,120,false
2011,22,225856713,X-Men: First Class,122,false
2011,23,201738519,Super 8,112,false
2011,24,227287828,Green Lantern,117,false
2011,25,317768812,Cars 2,128,false
2011,26,320709696,Transformers: Dark of the Moon,122,false
2011,27,234267917,Transformers: Dark of the Moon,131,false
2011,28,375470369,Harry Potter and the Deathly Hallows: Part 2,133,false
2011,29,284623735,Captain America: The First Avenger,125,false
2011,30,275181080,The Smurfs,133,false
2011,31,258611430,Rise of the Planet of the Apes,137,false
2011,32,234139529,The Help,134,false
2011,33,179638115,The Help,140,false
2011,34,137104415,The Help,141,false
2011,35,161451407,The Help,137,false
2011,36,109344057,Contagion,143,false
2011,37,136404933,The Lion King2011 3D Release,147,false
2011,38,155047385,The Lion King2011 3D Release,146,false
2011,39,127808035,Dolphin Tale,139,false
2011,40,130837852,Real Steel,140,false
2011,41,115999961,Real Steel,149,false
2011,42,152543400,Paranormal Activity 3,149,false
2011,43,139632052,Puss in Boots,144,false
2011,44,147882751,Puss in Boots,144,false
2011,45,168469321,Immortals,134,false
2011,46,329162507,The Twilight Saga: Breaking Dawn - Part 1,119,false
2011,47,197927420,The Twilight Saga: Breaking Dawn - Part 1,115,false
2011,48,104519164,The Twilight Saga: Breaking Dawn - Part 1,111,false
2011,49,101222076,New Year's Eve,118,false
2011,50,213305933,Sherlock Holmes: A Game of Shadows,109,false
2011,51,345441199,Mission: Impossible - Ghost Protocol,100,false
2011,52,248160722,Mission: Impossible - Ghost Protocol,101,false
2012,1,176213282,The Devil Inside,98,false
2012,2,191116597,Contraband,109,false
2012,3,175635273,Underworld Awakening,117,false
2012,4,163032236,The Grey,115,false
2012,5,151149413,Chronicle,112,false
2012,6,260410501,The Vow,119,false
2012,7,227801178,Safe House,125,false
2012,8,169971943,Act of Valor,125,false
2012,9,212870744,The Lorax,125,false
2012,10,187226987,The Lorax,139,false
2012,11,149346576,21 Jump Street,134,false
2012,12,274488466,The Hunger Games,128,false
2012,13,213872724,The Hunger Games,133,false
2012,14,176810500,The Hunger Games,129,false
2012,15,147587293,The Hunger Games,127,false
2012,16,175540630,Think Like a Man,140,false
2012,17,142600449,Think Like a Man,139,false
2012,18,338936048,The Avengers,139,false
2012,19,229277363,The Avengers,140,false
2012,20,196405207,The Avengers,136,false
2012,21,236073933,Men in Black 3,131,false
2012,22,200142237,Snow White and the Huntsman,135,false
2012,23,259135403,Madagascar 3: Europe's Most Wanted,139,false
2012,24,197286659,Madagascar 3: Europe's Most Wanted,121,false
2012,25,247953068,Brave,118,false
2012,26,407333566,Ted,113,false
2012,27,297435151,The Amazing Spider-Man,118,false
2012,28,253442669,Ice Age: Continental Drift,122,false
2012,29,340137432,The Dark Knight Rises,118,false
2012,30,209000501,The Dark Knight Rises,113,false
2012,31,191399054,The Dark Knight Rises,123,false
2012,32,213835389,The Bourne Legacy,126,false
2012,33,199386650,The Expendables 2,121,false
2012,34,133978460,The Expendables 2,129,false
2012,35,156149036,The Possession,117,false
2012,36,88208769,The Possession,131,false
2012,37,114084797,Resident Evil: Retribution,136,false
2012,38,120430756,End of Watch,140,false
2012,39,152524426,Hotel Transylvania,140,false
2012,40,189882679,Taken 2,128,false
2012,41,169069653,Taken 2,135,false
2012,42,164277521,Paranormal Activity 4,137,false
2012,43,126901081,Argo,136,false
2012,44,179743679,Wreck-It Ralph,131,false
2012,45,231966114,Skyfall,133,false
2012,46,382996573,The Twilight Saga: Breaking Dawn - Part 2,130,false
2012,47,254094320,The Twilight Saga: Breaking Dawn - Part 2,115,false
2012,48,148480517,The Twilight Saga: Breaking Dawn - Part 2,119,false
2012,49,108923041,Skyfall,132,false
2012,50,192917642,The Hobbit: An Unexpected Journey,125,false
2012,51,319126122,The Hobbit: An Unexpected Journey,108,false
2012,52,329890206,The Hobbit: An Unexpected Journey,107,false
2013,1,193708349,Django Unchained,107,false
2013,2,187929023,Zero Dark Thirty,105,false
2013,3,193890621,Mama,105,false
2013,4,146137087,Hansel & Gretel: Witch Hunters,106,false
2013,5,118809060,Warm Bodies,108,false
2013,6,164941440,Identity Thief,110,false
2013,7,199429142,A Good Day to Die Hard,112,false
2013,8,134207125,Identity Thief,104,false
2013,9,140796480,Jack the Giant Slayer,112,false
2013,10,190989497,Oz the Great and Powerful,116,false
2013,11,141553988,Oz the Great and Powerful,111,false
2013,12,207509903,The Croods,130,false
2013,13,212129890,G.I. Joe: Retaliation,136,false
2013,14,169598356,Evil Dead,133,false
2013,15,150102127,42,135,false
2013,16,141603895,Oblivion,136,false
2013,17,120604233,Pain & Gain,137,false
2013,18,271336388,Iron Man 3,138,false
2013,19,218529496,Iron Man 3,136,false
2013,20,220308192,Star Trek Into Darkness,123,false
2013,21,369640050,Fast & Furious 6,117,false
2013,22,229030542,Fast & Furious 6,125,false
2013,23,232196154,The Purge,123,false
2013,24,289074896,Man of Steel,115,false
2013,25,356403249,Monsters University,114,false
2013,26,382722134,Monsters University,118,false
2013,27,339159380,Despicable Me 2,110,false
2013,28,300444084,Despicable Me 2,120,false
2013,29,296915748,The Conjuring,122,false
2013,30,264948027,The Wolverine,116,false
2013,31,225090192,2 Guns,113,false
2013,32,237976002,Elysium,118,false
2013,33,205691977,Lee Daniels' The Butler,128,false
2013,34,157051178,Lee Daniels' The Butler,126,false
2013,35,186119930,Lee Daniels' The Butler,127,false
2013,36,110699107,Riddick,153,false
2013,37,130737922,Insidious: Chapter 2,153,false
2013,38,113065375,Prisoners,154,false
2013,39,136356388,Cloudy with a Chance of Meatballs 2,144,false
2013,40,170507756,Gravity,143,false
2013,41,163534319,Gravity,138,false
2013,42,137677289,Gravity,137,false
2013,43,136750640,Bad Grandpa,131,false
2013,44,166058260,Ender's Game,132,false
2013,45,221692830,Thor: The Dark World,136,false
2013,46,161611080,Thor: The Dark World,130,false
2013,47,356501887,The Hunger Games: Catching Fire,118,false
2013,48,246833082,The Hunger Games: Catching Fire,122,false
2013,49,125418025,Frozen,107,false
2013,50,210112051,The Hobbit: The Desolation of Smaug,109,false
2013,51,348833906,The Hobbit: The Desolation of Smaug,95,false
2013,52,368526048,Frozen,92,false
2014,1,190120709,Frozen,95,false
2014,2,188911221,Lone Survivor,102,false
2014,3,246830518,Ride Along,106,false
2014,4,155333469,Ride Along,112,false
2014,5,114148109,Ride Along,106,false
2014,6,193105244,The Lego Movie,120,false
2014,7,241339975,The Lego Movie,118,false
2014,8,142111525,The Lego Movie,120,false
2014,9,159790050,Non-Stop,128,false
2014,10,193755685,300: Rise of an Empire,120,false
2014,11,149702173,Mr. Peabody & Sherman,126,false
2014,12,188208781,Divergent,125,false
2014,13,181736370,Noah,127,false
2014,14,212629543,Captain America: The Winter Soldier,127,false
2014,15,203339501,Captain America: The Winter Soldier,122,false
2014,16,182000576,Captain America: The Winter Soldier,122,false
2014,17,151660710,The Other Woman,125,false
2014,18,193201263,The Amazing Spider-Man 2,127,false
2014,19,179028025,Neighbors,129,false
2014,20,232393700,Godzilla,120,false
2014,21,276234226,X-Men: Days of Future Past,123,false
2014,22,231028147,Maleficent,120,false
2014,23,235595385,The Fault in Our Stars,130,false
2014,24,275007754,22 Jump Street,139,false
2014,25,220230451,22 Jump Street,130,false
2014,26,289913206,Transformers: Age of Extinction,137,false
2014,27,204482962,Transformers: Age of Extinction,122,false
2014,28,227126519,Dawn of the Planet of the Apes,130,false
2014,29,220965010,Dawn of the Planet of the Apes,128,false
2014,30,228576572,Lucy,129,false
2014,31,272000303,Guardians of the Galaxy,127,false
2014,32,276232034,Teenage Mutant Ninja Turtles,130,false
2014,33,203841575,Teenage Mutant Ninja Turtles,121,false
2014,34,157820908,Guardians of the Galaxy,120,false
2014,35,163548362,Guardians of the Galaxy,125,false
2014,36,88040756,Guardians of the Galaxy,138,false
2014,37,116622402,No Good Deed,145,false
2014,38,133796753,The Maze Runner,144,false
2014,39,139361329,The Equalizer,155,false
2014,40,193722333,Gone Girl,146,false
2014,41,202883696,Gone Girl,145,false
2014,42,172914886,Fury,138,false
2014,43,151852494,Ouija,140,false
2014,44,130054221,Nightcrawler,134,false
2014,45,218358921,Big Hero 6,139,false
2014,46,175212940,Dumb and Dumber To,127,false
2014,47,301031744,The Hunger Games: Mockingjay - Part 1,114,false
2014,48,195936084,The Hunger Games: Mockingjay - Part 1,118,false
2014,49,101827233,The Hunger Games: Mockingjay - Part 1,120,false
2014,50,146098083,The Hobbit: The Battle of the Five Armies,109,false
2014,51,288003426,The Hobbit: The Battle of the Five Armies,104,false
2014,52,391452213,The Hobbit: The Battle of the Five Armies,95,false
2015,1,197915912,The Hobbit: The Battle of the Five Armies,105,false
2015,2,165598143,Taken 3,105,false
2015,3,299050139,American Sniper,103,false
2015,4,202840618,American Sniper,111,false
2015,5,136462275,American Sniper,105,false
2015,6,188004082,The SpongeBob Movie: Sponge Out of Water,109,false
2015,7,291161510,Fifty Shades of Grey,104,false
2015,8,156274928,Fifty Shades of Grey,112,false
2015,9,137546307,Focus,108,false
2015,10,121669811,Chappie,113,false
2015,11,176472907,Cinderella,111,false
2015,12,170353357,Insurgent,111,false
2015,13,203141384,Home,106,false
2015,14,310179893,Furious 7,116,false
2015,15,165753427,Furious 7,118,false
2015,16,153661866,Furious 7,128,false
2015,17,121168729,Furious 7,126,false
2015,18,292975210,Avengers: Age of Ultron,120,false
2015,19,168364446,Avengers: Age of Ultron,110,false
2015,20,240944976,Pitch Perfect 2,110,false
2015,21,231535566,Tomorrowland,112,false
2015,22,197590966,San Andreas,104,false
2015,23,188241634,Spy,108,false
2015,24,393685383,Jurassic World,103,false
2015,25,359077374,Jurassic World,107,false
2015,26,308980094,Inside Out,113,false
2015,27,219271846,Inside Out,109,false
2015,28,317120635,Minions,113,false
2015,29,287733752,Ant-Man,113,false
2015,30,236296087,Ant-Man,113,false
2015,31,228094322,Mission: Impossible - Rogue Nation,109,false
2015,32,197998776,Mission: Impossible - Rogue Nation,109,false
2015,33,217243616,Straight Outta Compton,107,false
2015,34,151055405,Straight Outta Compton,114,false
2015,35,123800250,Straight Outta Compton,113,false
2015,36,143564544,War Room,117,false
2015,37,130079788,The Perfect Guy,119,false
2015,38,148940940,Maze Runner: The Scorch Trials,128,false
2015,39,178111910,Hotel Transylvania 2,136,false
2015,40,194156951,The Martian,139,false
2015,41,163513834,The Martian,132,false
2015,42,159529111,Goosebumps,126,false
2015,43,138477272,The Martian,122,false
2015,44,102255404,The Martian,117,false
2015,45,222358962,Spectre,131,false
2015,46,137759758,Spectre,129,false
2015,47,287591063,The Hunger Games: Mockingjay - Part 2,116,false
2015,48,221281868,The Hunger Games: Mockingjay - Part 2,110,false
2015,49,128599178,The Hunger Games: Mockingjay - Part 2,106,false
2015,50,105676694,The Hunger Games: Mockingjay - Part 2,101,false
2015,51,512942615,Star Wars: Episode VII - The Force Awakens,87,false
2015,52,528571099,Star Wars: Episode VII - The Force Awakens,84,false
2016,1,288838867,Star Wars: Episode VII - The Force Awakens,93,false
2016,2,213602441,The Revenant,96,false
2016,3,238871426,Ride Along 2,92,false
2016,4,156619718,The Revenant,95,false
2016,5,175099006,Kung Fu Panda 3,104,false
2016,6,126660397,Kung Fu Panda 3,101,false
2016,7,329813448,Deadpool,111,false
2016,8,185749682,Deadpool,112,false
2016,9,147785170,Deadpool,95,false
2016,10,208318595,Zootopia,108,false
2016,11,190821864,Zootopia,120,false
2016,12,183382558,Zootopia,129,false
2016,13,339310457,Batman v Superman: Dawn of Justice,117,false
2016,14,171168495,Batman v Superman: Dawn of Justice,123,false
2016,15,135034453,The Boss,124,false
2016,16,227414931,The Jungle Book,135,false
2016,17,170208289,The Jungle Book,135,false
2016,18,137251822,The Jungle Book,128,false
2016,19,301892803,Captain America: Civil War,126,false
